ProcedureCode,ProcedureDesc,TotalProc,PrimaryProc,SecondProc
00BQ0ZZ,"EXCISION OF VAGUS NERVE, OPEN APPROACH",38,8,30
00BQ4ZZ,"EXCISION OF VAGUS NERVE, PERCUTANEOUS ENDOSCOPIC APPROACH",11,1,10
00BR0ZZ,"EXCISION OF ACCESSORY NERVE, OPEN APPROACH",26,3,23
00BS0ZX,"EXCISION OF HYPOGLOSSAL NERVE, OPEN APPROACH, DIAGNOSTIC",5,1,4
00BS0ZZ,"EXCISION OF HYPOGLOSSAL NERVE, OPEN APPROACH",14,1,13
00BT0ZX,"EXCISION OF SPINAL MENINGES, OPEN APPROACH, DIAGNOSTIC",110,47,63
00BT0ZZ,"EXCISION OF SPINAL MENINGES, OPEN APPROACH",447,226,221
00BT3ZX,"EXCISION OF SPINAL MENINGES, PERCUTANEOUS APPROACH, DIAGN",9,4,5
00BT3ZZ,"EXCISION OF SPINAL MENINGES, PERCUTANEOUS APPROACH",2,2,
00BT4ZX,"EXCISION OF SPINAL MENINGES, PERC ENDO APPROACH, DIAGN",1,,1
00BW0ZX,"EXCISION OF CERVICAL SPINAL CORD, OPEN APPROACH, DIAGNOSTIC",53,38,15
00BW0ZZ,"EXCISION OF CERVICAL SPINAL CORD, OPEN APPROACH",167,116,51
00BW3ZX,"EXCISION OF CERVICAL SPINAL CORD, PERC APPROACH, DIAGN",2,2,
00BW4ZX,"EXCISION OF CERVICAL SPINAL CORD, PERC ENDO APPROACH, DIAGN",1,1,
00BX0ZX,"EXCISION OF THORACIC SPINAL CORD, OPEN APPROACH, DIAGNOSTIC",134,77,57
00BX0ZZ,"EXCISION OF THORACIC SPINAL CORD, OPEN APPROACH",397,213,184
00BX3ZX,"EXCISION OF THORACIC SPINAL CORD, PERC APPROACH, DIAGN",18,9,9
00BX3ZZ,"EXCISION OF THORACIC SPINAL CORD, PERCUTANEOUS APPROACH",1,1,
00BX4ZZ,"EXCISION OF THORACIC SPINAL CORD, PERC ENDO APPROACH",1,1,
00BY0ZX,"EXCISION OF LUMBAR SPINAL CORD, OPEN APPROACH, DIAGNOSTIC",86,56,30
00BY0ZZ,"EXCISION OF LUMBAR SPINAL CORD, OPEN APPROACH",487,206,281
00BY3ZX,"EXCISION OF LUMBAR SPINAL CORD, PERCUTANEOUS APPROACH, DIAGN",27,21,6
00BY4ZX,"EXCISION OF LUMBAR SPINAL CORD, PERC ENDO APPROACH, DIAGN",1,1,
00C00ZZ,"EXTIRPATION OF MATTER FROM BRAIN, OPEN APPROACH",335,165,170
00C03ZZ,"EXTIRPATION OF MATTER FROM BRAIN, PERCUTANEOUS APPROACH",24,18,6
00C04ZZ,"EXTIRPATION OF MATTER FROM BRAIN, PERC ENDO APPROACH",5,4,1
00C10ZZ,"EXTIRPATION OF MATTER FROM CEREBRAL MENINGES, OPEN APPROACH",8,4,4
00C14ZZ,"EXTIRPATE OF MATTER FROM CEREB MENINGES, PERC ENDO APPROACH",1,,1
00C20ZZ,"EXTIRPATION OF MATTER FROM DURA MATER, OPEN APPROACH",34,15,19
00C23ZZ,"EXTIRPATION OF MATTER FROM DURA MATER, PERCUTANEOUS APPROACH",4,4,
00C24ZZ,"EXTIRPATION OF MATTER FROM DURA MATER, PERC ENDO APPROACH",2,1,1
00C30ZZ,"EXTIRPATION OF MATTER FROM CRAN EPIDUR SPC, OPEN APPROACH",428,241,187
00C33ZZ,"EXTIRPATION OF MATTER FROM CRAN EPIDUR SPC, PERC APPROACH",15,10,5
00C34ZZ,"EXTIRPATE OF MATTER FROM CRAN EPIDUR SPC, PERC ENDO APPROACH",2,1,1
00C40ZZ,"EXTIRPATION OF MATTER FROM CRAN SUBDUR SPC, OPEN APPROACH",2537,1945,592
00C43ZZ,"EXTIRPATION OF MATTER FROM CRAN SUBDUR SPC, PERC APPROACH",312,263,49
00C44ZZ,"EXTIRPATE OF MATTER FROM CRAN SUBDUR SPC, PERC ENDO APPROACH",2,1,1
00C50ZZ,"EXTIRPATION OF MATTER FROM CRAN SUBRAC SPC, OPEN APPROACH",45,21,24
00C53ZZ,"EXTIRPATION OF MATTER FROM CRAN SUBRAC SPC, PERC APPROACH",3,1,2
00C60ZZ,"EXTIRPATION OF MATTER FROM CEREBRAL VENTRICLE, OPEN APPROACH",68,29,39
00C63ZZ,"EXTIRPATION OF MATTER FROM CEREBRAL VENTRICLE, PERC APPROACH",4,1,3
00C70ZZ,"EXTIRPATION OF MATTER FROM CEREB HEMIS, OPEN APPROACH",522,293,229
00C73ZZ,"EXTIRPATION OF MATTER FROM CEREB HEMIS, PERC APPROACH",23,16,7
00C74ZZ,"EXTIRPATION OF MATTER FROM CEREB HEMIS, PERC ENDO APPROACH",6,5,1
00C80ZZ,"EXTIRPATION OF MATTER FROM BASAL GANGLIA, OPEN APPROACH",18,13,5
00C90ZZ,"EXTIRPATION OF MATTER FROM THALAMUS, OPEN APPROACH",3,,3
00CB0ZZ,"EXTIRPATION OF MATTER FROM PONS, OPEN APPROACH",4,1,3
00CC0ZZ,"EXTIRPATION OF MATTER FROM CEREBELLUM, OPEN APPROACH",130,68,62
00CC3ZZ,"EXTIRPATION OF MATTER FROM CEREBELLUM, PERCUTANEOUS APPROACH",1,,1
00CD0ZZ,"EXTIRPATION OF MATTER FROM MEDULLA OBLONGATA, OPEN APPROACH",1,1,
00CK0ZZ,"EXTIRPATION OF MATTER FROM TRIGEMINAL NERVE, OPEN APPROACH",1,,1
00CM0ZZ,"EXTIRPATION OF MATTER FROM FACIAL NERVE, OPEN APPROACH",1,1,
00CN0ZZ,"EXTIRPATION OF MATTER FROM ACOUSTIC NERVE, OPEN APPROACH",1,,1
00CT0ZZ,"EXTIRPATION OF MATTER FROM SPINAL MENINGES, OPEN APPROACH",35,13,22
00CU0ZZ,"EXTIRPATION OF MATTER FROM SPINAL CANAL, OPEN APPROACH",302,108,194
00CU3ZZ,"EXTIRPATION OF MATTER FROM SPINAL CANAL, PERC APPROACH",3,1,2
00CU4ZZ,"EXTIRPATION OF MATTER FROM SPINAL CANAL, PERC ENDO APPROACH",2,1,1
00CW0ZZ,"EXTIRPATION OF MATTER FROM CERV SPINAL CORD, OPEN APPROACH",20,7,13
00CW3ZZ,"EXTIRPATION OF MATTER FROM CERV SPINAL CORD, PERC APPROACH",1,,1
00CX0ZZ,"EXTIRPATION OF MATTER FROM THOR SPINAL CORD, OPEN APPROACH",21,4,17
00CY0ZZ,"EXTIRPATION OF MATTER FROM LUMBAR SPINAL CORD, OPEN APPROACH",33,5,28
00CY3ZZ,"EXTIRPATION OF MATTER FROM LUMBAR SPINAL CORD, PERC APPROACH",2,,2
00D10ZZ,"EXTRACTION OF CEREBRAL MENINGES, OPEN APPROACH",9,1,8
00D20ZZ,"EXTRACTION OF DURA MATER, OPEN APPROACH",45,17,28
00DT0ZZ,"EXTRACTION OF SPINAL MENINGES, OPEN APPROACH",4,1,3
00H002Z,"INSERTION OF MONITORING DEVICE INTO BRAIN, OPEN APPROACH",80,24,56
00H003Z,"INSERTION OF INFUSION DEVICE INTO BRAIN, OPEN APPROACH",5,2,3
00H004Z,"INSERTION OF CES 131 COLG IMPLT INTO BRAIN, OPEN APPROACH",9,,9
00H00MZ,"INSERTION OF NEUROSTIMULATOR LEAD INTO BRAIN, OPEN APPROACH",168,115,53
00H00YZ,"INSERTION OF OTHER DEVICE INTO BRAIN, OPEN APPROACH",10,5,5
00H032Z,"INSERTION OF MONITORING DEVICE INTO BRAIN, PERC APPROACH",609,201,408
00H033Z,"INSERTION OF INFUSION DEVICE INTO BRAIN, PERC APPROACH",3,2,1
00H03MZ,"INSERTION OF NEUROSTIMULATOR LEAD INTO BRAIN, PERC APPROACH",817,657,160
00H03YZ,"INSERTION OF OTHER DEVICE INTO BRAIN, PERCUTANEOUS APPROACH",4,3,1
00H042Z,"INSERTION OF MONITOR DEV INTO BRAIN, PERC ENDO APPROACH",4,1,3
00H04MZ,"INSERTION OF NEURO LEAD INTO BRAIN, PERC ENDO APPROACH",6,6,
00H602Z,"INSERTION OF MONITOR DEV INTO CEREB VENT, OPEN APPROACH",44,6,38
00H603Z,"INSERTION OF INFUSION DEVICE INTO CEREB VENT, OPEN APPROACH",56,31,25
00H60MZ,"INSERTION OF NEURO LEAD INTO CEREB VENT, OPEN APPROACH",2,1,1
00H60YZ,"INSERTION OF OTHER DEVICE INTO CEREB VENT, OPEN APPROACH",6,2,4
00H632Z,"INSERTION OF MONITOR DEV INTO CEREB VENT, PERC APPROACH",252,64,188
00H633Z,"INSERTION OF INFUSION DEVICE INTO CEREB VENT, PERC APPROACH",91,71,20
00H63MZ,"INSERTION OF NEURO LEAD INTO CEREB VENT, PERC APPROACH",10,9,1
00H63YZ,"INSERTION OF OTHER DEVICE INTO CEREB VENT, PERC APPROACH",6,3,3
00H642Z,"INSERTION OF MONITOR DEV INTO CEREB VENT, PERC ENDO APPROACH",3,,3
00H643Z,"INSERT OF INFUSION DEV INTO CEREB VENT, PERC ENDO APPROACH",3,2,1
00HE02Z,"INSERTION OF MONITOR DEV INTO CRANIAL NRV, OPEN APPROACH",4,1,3
00HE0MZ,"INSERTION OF NEURO LEAD INTO CRANIAL NRV, OPEN APPROACH",42,10,32
00HE32Z,"INSERTION OF MONITOR DEV INTO CRANIAL NRV, PERC APPROACH",1,,1
00HE3MZ,"INSERTION OF NEURO LEAD INTO CRANIAL NRV, PERC APPROACH",29,9,20
00HE3YZ,"INSERTION OF OTHER DEVICE INTO CRANIAL NERVE, PERC APPROACH",1,1,
00HU02Z,"INSERTION OF MONITOR DEV INTO SPINAL CANAL, OPEN APPROACH",3,,3
00HU03Z,"INSERTION OF INFUSION DEV INTO SPINAL CANAL, OPEN APPROACH",154,25,129
00HU0MZ,"INSERTION OF NEURO LEAD INTO SPINAL CANAL, OPEN APPROACH",102,32,70
00HU0YZ,"INSERTION OF OTHER DEVICE INTO SPINAL CANAL, OPEN APPROACH",3,1,2
00HU32Z,"INSERTION OF MONITOR DEV INTO SPINAL CANAL, PERC APPROACH",3,,3
00HU33Z,"INSERTION OF INFUSION DEV INTO SPINAL CANAL, PERC APPROACH",7668,230,7438
00HU3MZ,"INSERTION OF NEURO LEAD INTO SPINAL CANAL, PERC APPROACH",20,9,11
00HU3YZ,"INSERTION OF OTHER DEVICE INTO SPINAL CANAL, PERC APPROACH",8,1,7
00HU4MZ,"INSERT OF NEURO LEAD INTO SPINAL CANAL, PERC ENDO APPROACH",1,1,
00HV0MZ,"INSERTION OF NEURO LEAD INTO SPINAL CORD, OPEN APPROACH",122,49,73
00HV0YZ,"INSERTION OF OTHER DEVICE INTO SPINAL CORD, OPEN APPROACH",2,1,1
00HV32Z,"INSERTION OF MONITOR DEV INTO SPINAL CORD, PERC APPROACH",3,,3
00HV33Z,"INSERTION OF INFUSION DEVICE INTO SPINAL CORD, PERC APPROACH",4,1,3
00HV3MZ,"INSERTION OF NEURO LEAD INTO SPINAL CORD, PERC APPROACH",23,12,11
00HV4MZ,"INSERTION OF NEURO LEAD INTO SPINAL CORD, PERC ENDO APPROACH",4,3,1
00J00ZZ,"INSPECTION OF BRAIN, OPEN APPROACH",28,14,14
00J03ZZ,"INSPECTION OF BRAIN, PERCUTANEOUS APPROACH",14,2,12
00J04ZZ,"INSPECTION OF BRAIN, PERCUTANEOUS ENDOSCOPIC APPROACH",6,1,5
00JE0ZZ,"INSPECTION OF CRANIAL NERVE, OPEN APPROACH",5,2,3
00JE3ZZ,"INSPECTION OF CRANIAL NERVE, PERCUTANEOUS APPROACH",1,1,
00JE4ZZ,"INSPECTION OF CRANIAL NERVE, PERC ENDO APPROACH",1,,1
00JU0ZZ,"INSPECTION OF SPINAL CANAL, OPEN APPROACH",93,29,64
00JU3ZZ,"INSPECTION OF SPINAL CANAL, PERCUTANEOUS APPROACH",2346,1134,1212
00JU4ZZ,"INSPECTION OF SPINAL CANAL, PERCUTANEOUS ENDOSCOPIC APPROACH",7,2,5
00JV0ZZ,"INSPECTION OF SPINAL CORD, OPEN APPROACH",25,7,18
00JV3ZZ,"INSPECTION OF SPINAL CORD, PERCUTANEOUS APPROACH",12,7,5
00K00ZZ,"MAP BRAIN, OPEN APPROACH",72,5,67
00K03ZZ,"MAP BRAIN, PERCUTANEOUS APPROACH",61,12,49
00K70ZZ,"MAP CEREBRAL HEMISPHERE, OPEN APPROACH",128,9,119
00K73ZZ,"MAP CEREBRAL HEMISPHERE, PERCUTANEOUS APPROACH",7,3,4
00K74ZZ,"MAP CEREBRAL HEMISPHERE, PERCUTANEOUS ENDOSCOPIC APPROACH",1,1,
00K84ZZ,"MAP BASAL GANGLIA, PERCUTANEOUS ENDOSCOPIC APPROACH",1,,1
00K90ZZ,"MAP THALAMUS, OPEN APPROACH",1,,1
00K93ZZ,"MAP THALAMUS, PERCUTANEOUS APPROACH",1,,1
00KC0ZZ,"MAP CEREBELLUM, OPEN APPROACH",5,,5
00N00ZZ,"RELEASE BRAIN, OPEN APPROACH",1012,441,571
00N03ZZ,"RELEASE BRAIN, PERCUTANEOUS APPROACH",9,4,5
00N04ZZ,"RELEASE BRAIN, PERCUTANEOUS ENDOSCOPIC APPROACH",3,3,
00N10ZZ,"RELEASE CEREBRAL MENINGES, OPEN APPROACH",8,,8
00N13ZZ,"RELEASE CEREBRAL MENINGES, PERCUTANEOUS APPROACH",1,,1
00N20ZZ,"RELEASE DURA MATER, OPEN APPROACH",38,10,28
00N23ZZ,"RELEASE DURA MATER, PERCUTANEOUS APPROACH",1,1,
00N60ZZ,"RELEASE CEREBRAL VENTRICLE, OPEN APPROACH",3,,3
00N64ZZ,"RELEASE CEREBRAL VENTRICLE, PERCUTANEOUS ENDOSCOPIC APPROACH",10,1,9
00N70ZZ,"RELEASE CEREBRAL HEMISPHERE, OPEN APPROACH",147,68,79
00N74ZZ,"RELEASE CEREBRAL HEMISPHERE, PERC ENDO APPROACH",1,,1
00NA0ZZ,"RELEASE HYPOTHALAMUS, OPEN APPROACH",1,,1
00NC0ZZ,"RELEASE CEREBELLUM, OPEN APPROACH",433,340,93
00NC4ZZ,"RELEASE CEREBELLUM, PERCUTANEOUS ENDOSCOPIC APPROACH",2,1,1
00ND0ZZ,"RELEASE MEDULLA OBLONGATA, OPEN APPROACH",2,1,1
00NF0ZZ,"RELEASE OLFACTORY NERVE, OPEN APPROACH",1,,1
00NG0ZZ,"RELEASE OPTIC NERVE, OPEN APPROACH",80,12,68
00NG4ZZ,"RELEASE OPTIC NERVE, PERCUTANEOUS ENDOSCOPIC APPROACH",27,8,19
00NH0ZZ,"RELEASE OCULOMOTOR NERVE, OPEN APPROACH",4,,4
00NH3ZZ,"RELEASE OCULOMOTOR NERVE, PERCUTANEOUS APPROACH",1,,1
00NJ0ZZ,"RELEASE TROCHLEAR NERVE, OPEN APPROACH",6,1,5
00NK0ZZ,"RELEASE TRIGEMINAL NERVE, OPEN APPROACH",360,315,45
00NK3ZZ,"RELEASE TRIGEMINAL NERVE, PERCUTANEOUS APPROACH",6,6,
00NK4ZZ,"RELEASE TRIGEMINAL NERVE, PERCUTANEOUS ENDOSCOPIC APPROACH",5,3,2
00NL0ZZ,"RELEASE ABDUCENS NERVE, OPEN APPROACH",1,,1
00NM0ZZ,"RELEASE FACIAL NERVE, OPEN APPROACH",176,88,88
00NM3ZZ,"RELEASE FACIAL NERVE, PERCUTANEOUS APPROACH",1,1,
00NM4ZZ,"RELEASE FACIAL NERVE, PERCUTANEOUS ENDOSCOPIC APPROACH",2,1,1
00NN0ZZ,"RELEASE ACOUSTIC NERVE, OPEN APPROACH",17,3,14
00NP0ZZ,"RELEASE GLOSSOPHARYNGEAL NERVE, OPEN APPROACH",29,6,23
00NQ0ZZ,"RELEASE VAGUS NERVE, OPEN APPROACH",28,2,26
00NR0ZZ,"RELEASE ACCESSORY NERVE, OPEN APPROACH",75,1,74
00NS0ZZ,"RELEASE HYPOGLOSSAL NERVE, OPEN APPROACH",4,,4
00NT0ZZ,"RELEASE SPINAL MENINGES, OPEN APPROACH",106,11,95
00NW0ZZ,"RELEASE CERVICAL SPINAL CORD, OPEN APPROACH",3027,1032,1995
00NW3ZZ,"RELEASE CERVICAL SPINAL CORD, PERCUTANEOUS APPROACH",11,5,6
00NW4ZZ,"RELEASE CERVICAL SPINAL CORD, PERC ENDO APPROACH",4,2,2
00NX0ZZ,"RELEASE THORACIC SPINAL CORD, OPEN APPROACH",1099,379,720
00NX3ZZ,"RELEASE THORACIC SPINAL CORD, PERCUTANEOUS APPROACH",4,1,3
00NX4ZZ,"RELEASE THORACIC SPINAL CORD, PERC ENDO APPROACH",3,1,2
00NY0ZZ,"RELEASE LUMBAR SPINAL CORD, OPEN APPROACH",2791,1367,1424
00NY3ZZ,"RELEASE LUMBAR SPINAL CORD, PERCUTANEOUS APPROACH",16,8,8
00NY4ZZ,"RELEASE LUMBAR SPINAL CORD, PERCUTANEOUS ENDOSCOPIC APPROACH",14,9,5
00P000Z,"REMOVAL OF DRAINAGE DEVICE FROM BRAIN, OPEN APPROACH",5,1,4
00P002Z,"REMOVAL OF MONITORING DEVICE FROM BRAIN, OPEN APPROACH",37,,37
00P007Z,"REMOVAL OF AUTOL SUB FROM BRAIN, OPEN APPROACH",2,,2
00P00JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM BRAIN, OPEN APPROACH",14,3,11
00P00KZ,"REMOVAL OF NONAUT SUB FROM BRAIN, OPEN APPROACH",2,1,1
00P00MZ,"REMOVAL OF NEUROSTIMULATOR LEAD FROM BRAIN, OPEN APPROACH",71,27,44
00P00YZ,"REMOVAL OF OTHER DEVICE FROM BRAIN, OPEN APPROACH",17,5,12
00P030Z,"REMOVAL OF DRAINAGE DEVICE FROM BRAIN, PERCUTANEOUS APPROACH",15,1,14
00P032Z,"REMOVAL OF MONITORING DEVICE FROM BRAIN, PERC APPROACH",45,,45
00P033Z,"REMOVAL OF INFUSION DEVICE FROM BRAIN, PERCUTANEOUS APPROACH",2,,2
00P03JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM BRAIN, PERC APPROACH",1,,1
00P03MZ,"REMOVAL OF NEUROSTIMULATOR LEAD FROM BRAIN, PERC APPROACH",85,37,48
00P03YZ,"REMOVAL OF OTHER DEVICE FROM BRAIN, PERCUTANEOUS APPROACH",1,1,
00P0X0Z,"REMOVAL OF DRAINAGE DEVICE FROM BRAIN, EXTERNAL APPROACH",41,1,40
00P0X2Z,"REMOVAL OF MONITORING DEVICE FROM BRAIN, EXTERNAL APPROACH",45,,45
00P0XMZ,"REMOVAL OF NEUROSTIMULATOR LEAD FROM BRAIN, EXTERN APPROACH",5,,5
00P600Z,"REMOVAL OF DRAINAGE DEVICE FROM CEREB VENT, OPEN APPROACH",82,15,67
00P602Z,"REMOVAL OF MONITORING DEVICE FROM CEREB VENT, OPEN APPROACH",3,,3
00P603Z,"REMOVAL OF INFUSION DEVICE FROM CEREB VENT, OPEN APPROACH",24,17,7
00P60JZ,"REMOVAL OF SYNTH SUB FROM CEREB VENT, OPEN APPROACH",391,175,216
00P60MZ,"REMOVAL OF NEURO LEAD FROM CEREB VENT, OPEN APPROACH",2,,2
00P60YZ,"REMOVAL OF OTHER DEVICE FROM CEREB VENT, OPEN APPROACH",2,2,
00P630Z,"REMOVAL OF DRAINAGE DEVICE FROM CEREB VENT, PERC APPROACH",94,4,90
00P632Z,"REMOVAL OF MONITORING DEVICE FROM CEREB VENT, PERC APPROACH",5,,5
00P633Z,"REMOVAL OF INFUSION DEVICE FROM CEREB VENT, PERC APPROACH",1,1,
00P63JZ,"REMOVAL OF SYNTH SUB FROM CEREB VENT, PERC APPROACH",172,56,116
00P63YZ,"REMOVAL OF OTHER DEVICE FROM CEREB VENT, PERC APPROACH",1,,1
00P640Z,"REMOVAL OF DRAIN DEV FROM CEREB VENT, PERC ENDO APPROACH",3,,3
00P64JZ,"REMOVAL OF SYNTH SUB FROM CEREB VENT, PERC ENDO APPROACH",19,13,6
00P6X0Z,"REMOVAL OF DRAINAGE DEVICE FROM CEREB VENT, EXTERN APPROACH",366,1,365
00P6X2Z,"REMOVAL OF MONITOR DEV FROM CEREB VENT, EXTERN APPROACH",10,,10
00PE02Z,"REMOVAL OF MONITORING DEVICE FROM CRANIAL NRV, OPEN APPROACH",2,1,1
00PE0MZ,"REMOVAL OF NEURO LEAD FROM CRANIAL NRV, OPEN APPROACH",13,8,5
00PE3MZ,"REMOVAL OF NEURO LEAD FROM CRANIAL NRV, PERC APPROACH",6,3,3
00PE4MZ,"REMOVAL OF NEURO LEAD FROM CRANIAL NRV, PERC ENDO APPROACH",1,,1
00PU00Z,"REMOVAL OF DRAINAGE DEVICE FROM SPINAL CANAL, OPEN APPROACH",15,8,7
00PU03Z,"REMOVAL OF INFUSION DEVICE FROM SPINAL CANAL, OPEN APPROACH",119,68,51
00PU0JZ,"REMOVAL OF SYNTH SUB FROM SPINAL CANAL, OPEN APPROACH",32,8,24
00PU0MZ,"REMOVAL OF NEURO LEAD FROM SPINAL CANAL, OPEN APPROACH",97,46,51
00PU0YZ,"REMOVAL OF OTHER DEVICE FROM SPINAL CANAL, OPEN APPROACH",17,3,14
00PU30Z,"REMOVAL OF DRAINAGE DEVICE FROM SPINAL CANAL, PERC APPROACH",15,,15
00PU33Z,"REMOVAL OF INFUSION DEVICE FROM SPINAL CANAL, PERC APPROACH",19,2,17
00PU3JZ,"REMOVAL OF SYNTH SUB FROM SPINAL CANAL, PERC APPROACH",4,2,2
00PU3MZ,"REMOVAL OF NEURO LEAD FROM SPINAL CANAL, PERC APPROACH",9,3,6
00PU40Z,"REMOVAL OF DRAIN DEV FROM SPINAL CANAL, PERC ENDO APPROACH",1,,1
00PU4JZ,"REMOVAL OF SYNTH SUB FROM SPINAL CANAL, PERC ENDO APPROACH",1,1,
00PUX0Z,"REMOVAL OF DRAIN DEV FROM SPINAL CANAL, EXTERN APPROACH",91,,91
00PUX3Z,"REMOVAL OF INFUSION DEV FROM SPINAL CANAL, EXTERN APPROACH",284,,284
00PUXMZ,"REMOVAL OF NEURO LEAD FROM SPINAL CANAL, EXTERN APPROACH",2,1,1
00PV00Z,"REMOVAL OF DRAINAGE DEVICE FROM SPINAL CORD, OPEN APPROACH",5,1,4
00PV02Z,"REMOVAL OF MONITORING DEVICE FROM SPINAL CORD, OPEN APPROACH",1,,1
00PV03Z,"REMOVAL OF INFUSION DEVICE FROM SPINAL CORD, OPEN APPROACH",5,2,3
00PV0JZ,"REMOVAL OF SYNTH SUB FROM SPINAL CORD, OPEN APPROACH",22,3,19
00PV0KZ,"REMOVAL OF NONAUT SUB FROM SPINAL CORD, OPEN APPROACH",1,,1
00PV0MZ,"REMOVAL OF NEURO LEAD FROM SPINAL CORD, OPEN APPROACH",178,96,82
00PV0YZ,"REMOVAL OF OTHER DEVICE FROM SPINAL CORD, OPEN APPROACH",18,1,17
00PV30Z,"REMOVAL OF DRAINAGE DEVICE FROM SPINAL CORD, PERC APPROACH",2,,2
00PV3MZ,"REMOVAL OF NEURO LEAD FROM SPINAL CORD, PERC APPROACH",6,3,3
00PV3YZ,"REMOVAL OF OTHER DEVICE FROM SPINAL CORD, PERC APPROACH",1,1,
00PV4MZ,"REMOVAL OF NEURO LEAD FROM SPINAL CORD, PERC ENDO APPROACH",1,1,
00PVX0Z,"REMOVAL OF DRAINAGE DEVICE FROM SPINAL CORD, EXTERN APPROACH",9,,9
00PVXMZ,"REMOVAL OF NEURO LEAD FROM SPINAL CORD, EXTERN APPROACH",2,2,
00Q00ZZ,"REPAIR BRAIN, OPEN APPROACH",7,2,5
00Q03ZZ,"REPAIR BRAIN, PERCUTANEOUS APPROACH",1,,1
00Q10ZZ,"REPAIR CEREBRAL MENINGES, OPEN APPROACH",45,23,22
00Q13ZZ,"REPAIR CEREBRAL MENINGES, PERCUTANEOUS APPROACH",1,1,
00Q14ZZ,"REPAIR CEREBRAL MENINGES, PERCUTANEOUS ENDOSCOPIC APPROACH",3,1,2
00Q20ZZ,"REPAIR DURA MATER, OPEN APPROACH",580,46,534
00Q23ZZ,"REPAIR DURA MATER, PERCUTANEOUS APPROACH",13,,13
00Q24ZZ,"REPAIR DURA MATER, PERCUTANEOUS ENDOSCOPIC APPROACH",34,3,31
00Q60ZZ,"REPAIR CEREBRAL VENTRICLE, OPEN APPROACH",1,,1
00Q63ZZ,"REPAIR CEREBRAL VENTRICLE, PERCUTANEOUS APPROACH",1,,1
00Q64ZZ,"REPAIR CEREBRAL VENTRICLE, PERCUTANEOUS ENDOSCOPIC APPROACH",2,,2
00Q70ZZ,"REPAIR CEREBRAL HEMISPHERE, OPEN APPROACH",1,,1
00QC0ZZ,"REPAIR CEREBELLUM, OPEN APPROACH",2,,2
00QJ0ZZ,"REPAIR TROCHLEAR NERVE, OPEN APPROACH",1,1,
00QK0ZZ,"REPAIR TRIGEMINAL NERVE, OPEN APPROACH",7,,7
00QK3ZZ,"REPAIR TRIGEMINAL NERVE, PERCUTANEOUS APPROACH",1,1,
00QM0ZZ,"REPAIR FACIAL NERVE, OPEN APPROACH",46,6,40
00QM3ZZ,"REPAIR FACIAL NERVE, PERCUTANEOUS APPROACH",1,1,
00QM4ZZ,"REPAIR FACIAL NERVE, PERCUTANEOUS ENDOSCOPIC APPROACH",1,,1
00QN0ZZ,"REPAIR ACOUSTIC NERVE, OPEN APPROACH",1,,1
00QP0ZZ,"REPAIR GLOSSOPHARYNGEAL NERVE, OPEN APPROACH",1,,1
00QQ0ZZ,"REPAIR VAGUS NERVE, OPEN APPROACH",18,2,16
00QR0ZZ,"REPAIR ACCESSORY NERVE, OPEN APPROACH",8,,8
00QS0ZZ,"REPAIR HYPOGLOSSAL NERVE, OPEN APPROACH",1,,1
00QT0ZZ,"REPAIR SPINAL MENINGES, OPEN APPROACH",1612,268,1344
00QT3ZZ,"REPAIR SPINAL MENINGES, PERCUTANEOUS APPROACH",8,3,5
00QT4ZZ,"REPAIR SPINAL MENINGES, PERCUTANEOUS ENDOSCOPIC APPROACH",5,1,4
00QX0ZZ,"REPAIR THORACIC SPINAL CORD, OPEN APPROACH",8,3,5
00QY0ZZ,"REPAIR LUMBAR SPINAL CORD, OPEN APPROACH",9,1,8
00R107Z,"REPLACEMENT OF CEREB MENINGES WITH AUTOL SUB, OPEN APPROACH",3,,3
00R10JZ,"REPLACEMENT OF CEREB MENINGES WITH SYNTH SUB, OPEN APPROACH",2,,2
00R10KZ,"REPLACEMENT OF CEREB MENINGES WITH NONAUT SUB, OPEN APPROACH",3,,3
00R207Z,"REPLACEMENT OF DURA MATER WITH AUTOL SUB, OPEN APPROACH",22,3,19
00R20JZ,"REPLACEMENT OF DURA MATER WITH SYNTH SUB, OPEN APPROACH",62,4,58
00R20KZ,"REPLACEMENT OF DURA MATER WITH NONAUT SUB, OPEN APPROACH",41,1,40
00R247Z,"REPLACEMENT OF DURA MATER WITH AUTOL SUB, PERC ENDO APPROACH",1,,1
00R24KZ,"REPLACE OF DURA MATER WITH NONAUT SUB, PERC ENDO APPROACH",2,,2
00R60JZ,"REPLACEMENT OF CEREB VENT WITH SYNTH SUB, OPEN APPROACH",2,2,
00RK07Z,"REPLACEMENT OF TRIGEM NRV WITH AUTOL SUB, OPEN APPROACH",1,,1
00RM07Z,"REPLACEMENT OF FACIAL NERVE WITH AUTOL SUB, OPEN APPROACH",14,1,13
00RM0KZ,"REPLACEMENT OF FACIAL NERVE WITH NONAUT SUB, OPEN APPROACH",4,1,3
00RN07Z,"REPLACEMENT OF ACOUSTIC NERVE WITH AUTOL SUB, OPEN APPROACH",1,,1
00RR07Z,"REPLACEMENT OF ACCESSORY NERVE WITH AUTOL SUB, OPEN APPROACH",1,,1
